
Cumulative Volume Outside Img=1
 ==================== 
Distance to Surface,Cumulative Volume Outside,Unit,Collection,Image,Time,ID,
0.1345,27.059,µm^3,Cumulative Volume Outside,Image 1,1,,
0.4035,63.2186,µm^3,Cumulative Volume Outside,Image 1,1,,
0.6725,108.849,µm^3,Cumulative Volume Outside,Image 1,1,,
0.9415,164.303,µm^3,Cumulative Volume Outside,Image 1,1,,
1.2105,229.874,µm^3,Cumulative Volume Outside,Image 1,1,,
1.4795,306.211,µm^3,Cumulative Volume Outside,Image 1,1,,
1.7485,394.013,µm^3,Cumulative Volume Outside,Image 1,1,,
2.0175,493.871,µm^3,Cumulative Volume Outside,Image 1,1,,
2.2865,605.723,µm^3,Cumulative Volume Outside,Image 1,1,,
2.5555,730.45,µm^3,Cumulative Volume Outside,Image 1,1,,
2.8245,867.89,µm^3,Cumulative Volume Outside,Image 1,1,,
3.0935,1018.38,µm^3,Cumulative Volume Outside,Image 1,1,,
3.3625,1182.92,µm^3,Cumulative Volume Outside,Image 1,1,,
3.6315,1362.2,µm^3,Cumulative Volume Outside,Image 1,1,,
3.9005,1554.84,µm^3,Cumulative Volume Outside,Image 1,1,,
4.1695,1760.16,µm^3,Cumulative Volume Outside,Image 1,1,,
4.4385,1977.02,µm^3,Cumulative Volume Outside,Image 1,1,,
4.7075,2205.1,µm^3,Cumulative Volume Outside,Image 1,1,,
4.9765,2444.86,µm^3,Cumulative Volume Outside,Image 1,1,,
5.2455,2695.88,µm^3,Cumulative Volume Outside,Image 1,1,,
5.5145,2958.06,µm^3,Cumulative Volume Outside,Image 1,1,,
5.7835,3229.57,µm^3,Cumulative Volume Outside,Image 1,1,,
6.0525,3509.18,µm^3,Cumulative Volume Outside,Image 1,1,,
6.3215,3797.56,µm^3,Cumulative Volume Outside,Image 1,1,,
6.5905,4093.7,µm^3,Cumulative Volume Outside,Image 1,1,,
6.8595,4396.19,µm^3,Cumulative Volume Outside,Image 1,1,,
7.1285,4704.15,µm^3,Cumulative Volume Outside,Image 1,1,,
7.3975,5016.57,µm^3,Cumulative Volume Outside,Image 1,1,,
7.6665,5331.39,µm^3,Cumulative Volume Outside,Image 1,1,,
7.9355,5646.26,µm^3,Cumulative Volume Outside,Image 1,1,,
8.2045,5962.08,µm^3,Cumulative Volume Outside,Image 1,1,,
8.4735,6275.79,µm^3,Cumulative Volume Outside,Image 1,1,,
8.7425,6587.04,µm^3,Cumulative Volume Outside,Image 1,1,,
9.0115,6890.66,µm^3,Cumulative Volume Outside,Image 1,1,,
9.2805,7186.65,µm^3,Cumulative Volume Outside,Image 1,1,,
9.5495,7472.23,µm^3,Cumulative Volume Outside,Image 1,1,,
9.8185,7749.08,µm^3,Cumulative Volume Outside,Image 1,1,,
10.0875,8019.4,µm^3,Cumulative Volume Outside,Image 1,1,,
10.3565,8282.16,µm^3,Cumulative Volume Outside,Image 1,1,,
10.6255,8539.77,µm^3,Cumulative Volume Outside,Image 1,1,,
10.8945,8790.96,µm^3,Cumulative Volume Outside,Image 1,1,,
11.1635,9037.6,µm^3,Cumulative Volume Outside,Image 1,1,,
11.4325,9278.16,µm^3,Cumulative Volume Outside,Image 1,1,,
11.7015,9514.05,µm^3,Cumulative Volume Outside,Image 1,1,,
11.9705,9743.74,µm^3,Cumulative Volume Outside,Image 1,1,,
12.2395,9968.78,µm^3,Cumulative Volume Outside,Image 1,1,,
12.5085,10191,µm^3,Cumulative Volume Outside,Image 1,1,,
12.7775,10409,µm^3,Cumulative Volume Outside,Image 1,1,,
13.0465,10624,µm^3,Cumulative Volume Outside,Image 1,1,,
13.3155,10835,µm^3,Cumulative Volume Outside,Image 1,1,,
13.5845,11043,µm^3,Cumulative Volume Outside,Image 1,1,,
13.8535,11246.1,µm^3,Cumulative Volume Outside,Image 1,1,,
14.1225,11445.2,µm^3,Cumulative Volume Outside,Image 1,1,,
14.3915,11641.2,µm^3,Cumulative Volume Outside,Image 1,1,,
14.6605,11832.3,µm^3,Cumulative Volume Outside,Image 1,1,,
14.9295,12019.2,µm^3,Cumulative Volume Outside,Image 1,1,,
15.1985,12200.7,µm^3,Cumulative Volume Outside,Image 1,1,,
15.4675,12377.3,µm^3,Cumulative Volume Outside,Image 1,1,,
15.7365,12547.6,µm^3,Cumulative Volume Outside,Image 1,1,,
16.0055,12713,µm^3,Cumulative Volume Outside,Image 1,1,,
16.2745,12875.5,µm^3,Cumulative Volume Outside,Image 1,1,,
16.5435,13031.6,µm^3,Cumulative Volume Outside,Image 1,1,,
16.8125,13182.2,µm^3,Cumulative Volume Outside,Image 1,1,,
17.0815,13329.2,µm^3,Cumulative Volume Outside,Image 1,1,,
17.3505,13474.1,µm^3,Cumulative Volume Outside,Image 1,1,,
17.6195,13614.4,µm^3,Cumulative Volume Outside,Image 1,1,,
17.8885,13751,µm^3,Cumulative Volume Outside,Image 1,1,,
18.1575,13885.6,µm^3,Cumulative Volume Outside,Image 1,1,,
18.4265,14019.5,µm^3,Cumulative Volume Outside,Image 1,1,,
