
Cumulative Volume Img=1
 ==================== 
Distance to Surface,Cumulative Volume,Unit,Collection,Image,Time,ID,
-0.9415,0.4018,µm^3,Cumulative Volume,Image 1,1,,
-0.6725,1.78973,µm^3,Cumulative Volume,Image 1,1,,
-0.4035,5.49903,µm^3,Cumulative Volume,Image 1,1,,
-0.1345,12.7731,µm^3,Cumulative Volume,Image 1,1,,
0.1345,24.5123,µm^3,Cumulative Volume,Image 1,1,,
0.4035,40.5745,µm^3,Cumulative Volume,Image 1,1,,
0.6725,61.4276,µm^3,Cumulative Volume,Image 1,1,,
0.9415,87.4834,µm^3,Cumulative Volume,Image 1,1,,
1.2105,119.113,µm^3,Cumulative Volume,Image 1,1,,
1.4795,156.902,µm^3,Cumulative Volume,Image 1,1,,
1.7485,201.475,µm^3,Cumulative Volume,Image 1,1,,
2.0175,253.352,µm^3,Cumulative Volume,Image 1,1,,
2.2865,312.757,µm^3,Cumulative Volume,Image 1,1,,
2.5555,380.478,µm^3,Cumulative Volume,Image 1,1,,
2.8245,456.656,µm^3,Cumulative Volume,Image 1,1,,
3.0935,541.728,µm^3,Cumulative Volume,Image 1,1,,
3.3625,636.517,µm^3,Cumulative Volume,Image 1,1,,
3.6315,741.73,µm^3,Cumulative Volume,Image 1,1,,
3.9005,857.378,µm^3,Cumulative Volume,Image 1,1,,
4.1695,984.225,µm^3,Cumulative Volume,Image 1,1,,
4.4385,1122.62,µm^3,Cumulative Volume,Image 1,1,,
4.7075,1273.08,µm^3,Cumulative Volume,Image 1,1,,
4.9765,1436.28,µm^3,Cumulative Volume,Image 1,1,,
5.2455,1612.22,µm^3,Cumulative Volume,Image 1,1,,
5.5145,1801.61,µm^3,Cumulative Volume,Image 1,1,,
5.7835,2004.66,µm^3,Cumulative Volume,Image 1,1,,
6.0525,2221.77,µm^3,Cumulative Volume,Image 1,1,,
6.3215,2454.18,µm^3,Cumulative Volume,Image 1,1,,
6.5905,2702.21,µm^3,Cumulative Volume,Image 1,1,,
6.8595,2966.45,µm^3,Cumulative Volume,Image 1,1,,
7.1285,3247.52,µm^3,Cumulative Volume,Image 1,1,,
7.3975,3545.56,µm^3,Cumulative Volume,Image 1,1,,
7.6665,3860.12,µm^3,Cumulative Volume,Image 1,1,,
7.9355,4191.58,µm^3,Cumulative Volume,Image 1,1,,
8.2045,4543.08,µm^3,Cumulative Volume,Image 1,1,,
