
Cumulative Volume Inside Img=1
 ==================== 
Distance to Surface,Cumulative Volume Inside,Unit,Collection,Image,Time,ID,
-0.9415,0.4018,µm^3,Cumulative Volume Inside,Image 1,1,,
-0.6725,1.78973,µm^3,Cumulative Volume Inside,Image 1,1,,
-0.4035,5.49903,µm^3,Cumulative Volume Inside,Image 1,1,,
-0.1345,12.7731,µm^3,Cumulative Volume Inside,Image 1,1,,
