
Cumulative Volume Outside Img=1
 ==================== 
Distance to Surface,Cumulative Volume Outside,Unit,Collection,Image,Time,ID,
20.0405,26182.3,µm^3,Cumulative Volume Outside,Image 1,1,,
20.3095,26570.4,µm^3,Cumulative Volume Outside,Image 1,1,,
20.5785,26946.8,µm^3,Cumulative Volume Outside,Image 1,1,,
20.8475,27316.8,µm^3,Cumulative Volume Outside,Image 1,1,,
21.1165,27682.7,µm^3,Cumulative Volume Outside,Image 1,1,,
21.3855,28036.3,µm^3,Cumulative Volume Outside,Image 1,1,,
21.6545,28379.1,µm^3,Cumulative Volume Outside,Image 1,1,,
21.9235,28713.5,µm^3,Cumulative Volume Outside,Image 1,1,,
22.1925,29039.6,µm^3,Cumulative Volume Outside,Image 1,1,,
22.4615,29354.8,µm^3,Cumulative Volume Outside,Image 1,1,,
22.7305,29651,µm^3,Cumulative Volume Outside,Image 1,1,,
22.9995,29929.8,µm^3,Cumulative Volume Outside,Image 1,1,,
23.2685,30194.7,µm^3,Cumulative Volume Outside,Image 1,1,,
23.5375,30448,µm^3,Cumulative Volume Outside,Image 1,1,,
23.8065,30683.5,µm^3,Cumulative Volume Outside,Image 1,1,,
24.0755,30902.5,µm^3,Cumulative Volume Outside,Image 1,1,,
24.3445,31107.8,µm^3,Cumulative Volume Outside,Image 1,1,,
24.6135,31300.6,µm^3,Cumulative Volume Outside,Image 1,1,,
24.8825,31482.2,µm^3,Cumulative Volume Outside,Image 1,1,,
25.1515,31649.9,µm^3,Cumulative Volume Outside,Image 1,1,,
25.4205,31805.1,µm^3,Cumulative Volume Outside,Image 1,1,,
25.6895,31949.9,µm^3,Cumulative Volume Outside,Image 1,1,,
25.9585,32086,µm^3,Cumulative Volume Outside,Image 1,1,,
26.2275,32214.4,µm^3,Cumulative Volume Outside,Image 1,1,,
26.4965,32332.1,µm^3,Cumulative Volume Outside,Image 1,1,,
26.7655,32440.1,µm^3,Cumulative Volume Outside,Image 1,1,,
27.0345,32540.1,µm^3,Cumulative Volume Outside,Image 1,1,,
27.3035,32632.9,µm^3,Cumulative Volume Outside,Image 1,1,,
27.5725,32716.5,µm^3,Cumulative Volume Outside,Image 1,1,,
27.8415,32791.2,µm^3,Cumulative Volume Outside,Image 1,1,,
28.1105,32857.6,µm^3,Cumulative Volume Outside,Image 1,1,,
