
Cumulative Volume Outside Img=1
 ==================== 
Distance to Surface,Cumulative Volume Outside,Unit,Collection,Image,Time,ID,
0.1345,11.7392,µm^3,Cumulative Volume Outside,Image 1,1,,
0.4035,27.8014,µm^3,Cumulative Volume Outside,Image 1,1,,
0.6725,48.6546,µm^3,Cumulative Volume Outside,Image 1,1,,
0.9415,74.7103,µm^3,Cumulative Volume Outside,Image 1,1,,
1.2105,106.34,µm^3,Cumulative Volume Outside,Image 1,1,,
1.4795,144.129,µm^3,Cumulative Volume Outside,Image 1,1,,
1.7485,188.701,µm^3,Cumulative Volume Outside,Image 1,1,,
2.0175,240.579,µm^3,Cumulative Volume Outside,Image 1,1,,
2.2865,299.984,µm^3,Cumulative Volume Outside,Image 1,1,,
2.5555,367.705,µm^3,Cumulative Volume Outside,Image 1,1,,
2.8245,443.883,µm^3,Cumulative Volume Outside,Image 1,1,,
3.0935,528.955,µm^3,Cumulative Volume Outside,Image 1,1,,
3.3625,623.744,µm^3,Cumulative Volume Outside,Image 1,1,,
3.6315,728.957,µm^3,Cumulative Volume Outside,Image 1,1,,
3.9005,844.605,µm^3,Cumulative Volume Outside,Image 1,1,,
4.1695,971.452,µm^3,Cumulative Volume Outside,Image 1,1,,
4.4385,1109.85,µm^3,Cumulative Volume Outside,Image 1,1,,
4.7075,1260.31,µm^3,Cumulative Volume Outside,Image 1,1,,
4.9765,1423.5,µm^3,Cumulative Volume Outside,Image 1,1,,
5.2455,1599.45,µm^3,Cumulative Volume Outside,Image 1,1,,
5.5145,1788.84,µm^3,Cumulative Volume Outside,Image 1,1,,
5.7835,1991.89,µm^3,Cumulative Volume Outside,Image 1,1,,
6.0525,2208.99,µm^3,Cumulative Volume Outside,Image 1,1,,
6.3215,2441.41,µm^3,Cumulative Volume Outside,Image 1,1,,
6.5905,2689.43,µm^3,Cumulative Volume Outside,Image 1,1,,
6.8595,2953.68,µm^3,Cumulative Volume Outside,Image 1,1,,
7.1285,3234.74,µm^3,Cumulative Volume Outside,Image 1,1,,
7.3975,3532.78,µm^3,Cumulative Volume Outside,Image 1,1,,
7.6665,3847.34,µm^3,Cumulative Volume Outside,Image 1,1,,
7.9355,4178.8,µm^3,Cumulative Volume Outside,Image 1,1,,
8.2045,4530.31,µm^3,Cumulative Volume Outside,Image 1,1,,
8.4735,4900.07,µm^3,Cumulative Volume Outside,Image 1,1,,
8.7425,5289.57,µm^3,Cumulative Volume Outside,Image 1,1,,
9.0115,5694.56,µm^3,Cumulative Volume Outside,Image 1,1,,
9.2805,6116.33,µm^3,Cumulative Volume Outside,Image 1,1,,
9.5495,6551.45,µm^3,Cumulative Volume Outside,Image 1,1,,
9.8185,7002.28,µm^3,Cumulative Volume Outside,Image 1,1,,
10.0875,7471.2,µm^3,Cumulative Volume Outside,Image 1,1,,
10.3565,7953.71,µm^3,Cumulative Volume Outside,Image 1,1,,
10.6255,8450.24,µm^3,Cumulative Volume Outside,Image 1,1,,
10.8945,8954.38,µm^3,Cumulative Volume Outside,Image 1,1,,
11.1635,9466.36,µm^3,Cumulative Volume Outside,Image 1,1,,
11.4325,9981.16,µm^3,Cumulative Volume Outside,Image 1,1,,
11.7015,10500.6,µm^3,Cumulative Volume Outside,Image 1,1,,
11.9705,11020.6,µm^3,Cumulative Volume Outside,Image 1,1,,
12.2395,11543.6,µm^3,Cumulative Volume Outside,Image 1,1,,
12.5085,12072.9,µm^3,Cumulative Volume Outside,Image 1,1,,
12.7775,12604,µm^3,Cumulative Volume Outside,Image 1,1,,
13.0465,13139.2,µm^3,Cumulative Volume Outside,Image 1,1,,
13.3155,13675.4,µm^3,Cumulative Volume Outside,Image 1,1,,
13.5845,14215.2,µm^3,Cumulative Volume Outside,Image 1,1,,
13.8535,14753.7,µm^3,Cumulative Volume Outside,Image 1,1,,
14.1225,15293.9,µm^3,Cumulative Volume Outside,Image 1,1,,
14.3915,15838.9,µm^3,Cumulative Volume Outside,Image 1,1,,
14.6605,16384.2,µm^3,Cumulative Volume Outside,Image 1,1,,
14.9295,16932.3,µm^3,Cumulative Volume Outside,Image 1,1,,
15.1985,17479.7,µm^3,Cumulative Volume Outside,Image 1,1,,
15.4675,18027.8,µm^3,Cumulative Volume Outside,Image 1,1,,
15.7365,18570.5,µm^3,Cumulative Volume Outside,Image 1,1,,
16.0055,19111.1,µm^3,Cumulative Volume Outside,Image 1,1,,
16.2745,19655.3,µm^3,Cumulative Volume Outside,Image 1,1,,
16.5435,20188.7,µm^3,Cumulative Volume Outside,Image 1,1,,
16.8125,20711.5,µm^3,Cumulative Volume Outside,Image 1,1,,
17.0815,21227.2,µm^3,Cumulative Volume Outside,Image 1,1,,
17.3505,21738,µm^3,Cumulative Volume Outside,Image 1,1,,
17.6195,22232.2,µm^3,Cumulative Volume Outside,Image 1,1,,
17.8885,22711.3,µm^3,Cumulative Volume Outside,Image 1,1,,
18.1575,23179.4,µm^3,Cumulative Volume Outside,Image 1,1,,
18.4265,23640,µm^3,Cumulative Volume Outside,Image 1,1,,
18.6955,24095,µm^3,Cumulative Volume Outside,Image 1,1,,
18.9645,24533.9,µm^3,Cumulative Volume Outside,Image 1,1,,
19.2335,24958.5,µm^3,Cumulative Volume Outside,Image 1,1,,
19.5025,25372.7,µm^3,Cumulative Volume Outside,Image 1,1,,
19.7715,25780.1,µm^3,Cumulative Volume Outside,Image 1,1,,
