
Cumulative Volume Outside Img=1
 ==================== 
Distance to Surface,Cumulative Volume Outside,Unit,Collection,Image,Time,ID,
0.1345,63.3851,µm^3,Cumulative Volume Outside,Image 1,1,,
0.4035,143.814,µm^3,Cumulative Volume Outside,Image 1,1,,
0.6725,240.161,µm^3,Cumulative Volume Outside,Image 1,1,,
0.9415,351.735,µm^3,Cumulative Volume Outside,Image 1,1,,
1.2105,478.153,µm^3,Cumulative Volume Outside,Image 1,1,,
1.4795,619.949,µm^3,Cumulative Volume Outside,Image 1,1,,
1.7485,777.376,µm^3,Cumulative Volume Outside,Image 1,1,,
2.0175,951.327,µm^3,Cumulative Volume Outside,Image 1,1,,
2.2865,1140.92,µm^3,Cumulative Volume Outside,Image 1,1,,
2.5555,1346.8,µm^3,Cumulative Volume Outside,Image 1,1,,
2.8245,1568.26,µm^3,Cumulative Volume Outside,Image 1,1,,
3.0935,1805.19,µm^3,Cumulative Volume Outside,Image 1,1,,
3.3625,2058.93,µm^3,Cumulative Volume Outside,Image 1,1,,
3.6315,2330.07,µm^3,Cumulative Volume Outside,Image 1,1,,
3.9005,2616.53,µm^3,Cumulative Volume Outside,Image 1,1,,
4.1695,2917,µm^3,Cumulative Volume Outside,Image 1,1,,
4.4385,3229.55,µm^3,Cumulative Volume Outside,Image 1,1,,
4.7075,3552.92,µm^3,Cumulative Volume Outside,Image 1,1,,
4.9765,3885.22,µm^3,Cumulative Volume Outside,Image 1,1,,
5.2455,4224.74,µm^3,Cumulative Volume Outside,Image 1,1,,
5.5145,4572.5,µm^3,Cumulative Volume Outside,Image 1,1,,
5.7835,4928.99,µm^3,Cumulative Volume Outside,Image 1,1,,
6.0525,5294.45,µm^3,Cumulative Volume Outside,Image 1,1,,
6.3215,5670.22,µm^3,Cumulative Volume Outside,Image 1,1,,
6.5905,6056.03,µm^3,Cumulative Volume Outside,Image 1,1,,
6.8595,6452.19,µm^3,Cumulative Volume Outside,Image 1,1,,
7.1285,6859.4,µm^3,Cumulative Volume Outside,Image 1,1,,
7.3975,7276.59,µm^3,Cumulative Volume Outside,Image 1,1,,
7.6665,7701.56,µm^3,Cumulative Volume Outside,Image 1,1,,
7.9355,8132.13,µm^3,Cumulative Volume Outside,Image 1,1,,
8.2045,8569.59,µm^3,Cumulative Volume Outside,Image 1,1,,
8.4735,9008.72,µm^3,Cumulative Volume Outside,Image 1,1,,
8.7425,9449.67,µm^3,Cumulative Volume Outside,Image 1,1,,
9.0115,9886.87,µm^3,Cumulative Volume Outside,Image 1,1,,
9.2805,10320.4,µm^3,Cumulative Volume Outside,Image 1,1,,
9.5495,10746,µm^3,Cumulative Volume Outside,Image 1,1,,
9.8185,11165.3,µm^3,Cumulative Volume Outside,Image 1,1,,
10.0875,11580.3,µm^3,Cumulative Volume Outside,Image 1,1,,
10.3565,11988,µm^3,Cumulative Volume Outside,Image 1,1,,
10.6255,12390.5,µm^3,Cumulative Volume Outside,Image 1,1,,
10.8945,12783.6,µm^3,Cumulative Volume Outside,Image 1,1,,
11.1635,13168.4,µm^3,Cumulative Volume Outside,Image 1,1,,
11.4325,13542.4,µm^3,Cumulative Volume Outside,Image 1,1,,
11.7015,13909.2,µm^3,Cumulative Volume Outside,Image 1,1,,
11.9705,14267.4,µm^3,Cumulative Volume Outside,Image 1,1,,
12.2395,14620.1,µm^3,Cumulative Volume Outside,Image 1,1,,
12.5085,14970.4,µm^3,Cumulative Volume Outside,Image 1,1,,
12.7775,15316.1,µm^3,Cumulative Volume Outside,Image 1,1,,
13.0465,15659.6,µm^3,Cumulative Volume Outside,Image 1,1,,
13.3155,15999.4,µm^3,Cumulative Volume Outside,Image 1,1,,
13.5845,16337.2,µm^3,Cumulative Volume Outside,Image 1,1,,
13.8535,16670.6,µm^3,Cumulative Volume Outside,Image 1,1,,
14.1225,17000.8,µm^3,Cumulative Volume Outside,Image 1,1,,
14.3915,17328,µm^3,Cumulative Volume Outside,Image 1,1,,
14.6605,17648.1,µm^3,Cumulative Volume Outside,Image 1,1,,
14.9295,17962.3,µm^3,Cumulative Volume Outside,Image 1,1,,
15.1985,18268,µm^3,Cumulative Volume Outside,Image 1,1,,
15.4675,18563.7,µm^3,Cumulative Volume Outside,Image 1,1,,
15.7365,18845,µm^3,Cumulative Volume Outside,Image 1,1,,
16.0055,19115.2,µm^3,Cumulative Volume Outside,Image 1,1,,
16.2745,19380.2,µm^3,Cumulative Volume Outside,Image 1,1,,
16.5435,19635.4,µm^3,Cumulative Volume Outside,Image 1,1,,
16.8125,19883.6,µm^3,Cumulative Volume Outside,Image 1,1,,
17.0815,20128.4,µm^3,Cumulative Volume Outside,Image 1,1,,
17.3505,20371.9,µm^3,Cumulative Volume Outside,Image 1,1,,
17.6195,20609,µm^3,Cumulative Volume Outside,Image 1,1,,
17.8885,20840.5,µm^3,Cumulative Volume Outside,Image 1,1,,
18.1575,21068.3,µm^3,Cumulative Volume Outside,Image 1,1,,
18.4265,21294.2,µm^3,Cumulative Volume Outside,Image 1,1,,
18.6955,21519.9,µm^3,Cumulative Volume Outside,Image 1,1,,
18.9645,21740.2,µm^3,Cumulative Volume Outside,Image 1,1,,
19.2335,21956.5,µm^3,Cumulative Volume Outside,Image 1,1,,
19.5025,22170.5,µm^3,Cumulative Volume Outside,Image 1,1,,
19.7715,22383.9,µm^3,Cumulative Volume Outside,Image 1,1,,
20.0405,22597.8,µm^3,Cumulative Volume Outside,Image 1,1,,
20.3095,22807.1,µm^3,Cumulative Volume Outside,Image 1,1,,
20.5785,23013.3,µm^3,Cumulative Volume Outside,Image 1,1,,
20.8475,23218.9,µm^3,Cumulative Volume Outside,Image 1,1,,
21.1165,23425.5,µm^3,Cumulative Volume Outside,Image 1,1,,
21.3855,23628.1,µm^3,Cumulative Volume Outside,Image 1,1,,
21.6545,23827.4,µm^3,Cumulative Volume Outside,Image 1,1,,
21.9235,24025.2,µm^3,Cumulative Volume Outside,Image 1,1,,
22.1925,24223,µm^3,Cumulative Volume Outside,Image 1,1,,
22.4615,24421.5,µm^3,Cumulative Volume Outside,Image 1,1,,
22.7305,24616.6,µm^3,Cumulative Volume Outside,Image 1,1,,
22.9995,24809.3,µm^3,Cumulative Volume Outside,Image 1,1,,
23.2685,25001.9,µm^3,Cumulative Volume Outside,Image 1,1,,
23.5375,25195.8,µm^3,Cumulative Volume Outside,Image 1,1,,
23.8065,25386,µm^3,Cumulative Volume Outside,Image 1,1,,
24.0755,25573.6,µm^3,Cumulative Volume Outside,Image 1,1,,
24.3445,25760.4,µm^3,Cumulative Volume Outside,Image 1,1,,
24.6135,25948,µm^3,Cumulative Volume Outside,Image 1,1,,
24.8825,26137.1,µm^3,Cumulative Volume Outside,Image 1,1,,
25.1515,26323.2,µm^3,Cumulative Volume Outside,Image 1,1,,
25.4205,26506.4,µm^3,Cumulative Volume Outside,Image 1,1,,
25.6895,26686.8,µm^3,Cumulative Volume Outside,Image 1,1,,
25.9585,26861.5,µm^3,Cumulative Volume Outside,Image 1,1,,
26.2275,27026,µm^3,Cumulative Volume Outside,Image 1,1,,
26.4965,27173.7,µm^3,Cumulative Volume Outside,Image 1,1,,
26.7655,27305.1,µm^3,Cumulative Volume Outside,Image 1,1,,
27.0345,27422.3,µm^3,Cumulative Volume Outside,Image 1,1,,
27.3035,27527.2,µm^3,Cumulative Volume Outside,Image 1,1,,
27.5725,27619.5,µm^3,Cumulative Volume Outside,Image 1,1,,
27.8415,27701.4,µm^3,Cumulative Volume Outside,Image 1,1,,
28.1105,27775.7,µm^3,Cumulative Volume Outside,Image 1,1,,
28.3795,27844.3,µm^3,Cumulative Volume Outside,Image 1,1,,
28.6485,27908.6,µm^3,Cumulative Volume Outside,Image 1,1,,
28.9175,27967.8,µm^3,Cumulative Volume Outside,Image 1,1,,
29.1865,28022.6,µm^3,Cumulative Volume Outside,Image 1,1,,
29.4555,28074.1,µm^3,Cumulative Volume Outside,Image 1,1,,
29.7245,28122.6,µm^3,Cumulative Volume Outside,Image 1,1,,
29.9935,28168.5,µm^3,Cumulative Volume Outside,Image 1,1,,
30.2625,28210.7,µm^3,Cumulative Volume Outside,Image 1,1,,
