
Intensity Min Ch=1 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
581,,Surface,1,Image 1,1,0,
1155,,Surface,1,Image 1,1,1,
226,,Surface,1,Image 1,1,2,
469,,Surface,1,Image 1,1,3,
246,,Surface,1,Image 1,1,4,
233,,Surface,1,Image 1,1,5,
710,,Surface,1,Image 1,1,6,
351,,Surface,1,Image 1,1,7,
772,,Surface,1,Image 1,1,8,
517,,Surface,1,Image 1,1,9,
474,,Surface,1,Image 1,1,10,
449,,Surface,1,Image 1,1,11,
301,,Surface,1,Image 1,1,12,
401,,Surface,1,Image 1,1,13,
333,,Surface,1,Image 1,1,14,
223,,Surface,1,Image 1,1,15,
