
Intensity Sum Ch=24 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
126125,,Surface,24,Image 1,1,0,
188016,,Surface,24,Image 1,1,1,
1.79575e+06,,Surface,24,Image 1,1,2,
591813,,Surface,24,Image 1,1,3,
304760,,Surface,24,Image 1,1,4,
292422,,Surface,24,Image 1,1,5,
477271,,Surface,24,Image 1,1,6,
231316,,Surface,24,Image 1,1,7,
185324,,Surface,24,Image 1,1,8,
285719,,Surface,24,Image 1,1,9,
332479,,Surface,24,Image 1,1,10,
234506,,Surface,24,Image 1,1,11,
201054,,Surface,24,Image 1,1,12,
154373,,Surface,24,Image 1,1,13,
173380,,Surface,24,Image 1,1,14,
1.14994e+06,,Surface,24,Image 1,1,15,
