
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
483,,Surface,4,Image 1,1,0,
433,,Surface,4,Image 1,1,1,
424,,Surface,4,Image 1,1,2,
430,,Surface,4,Image 1,1,3,
471,,Surface,4,Image 1,1,4,
530,,Surface,4,Image 1,1,5,
486,,Surface,4,Image 1,1,6,
495,,Surface,4,Image 1,1,7,
516,,Surface,4,Image 1,1,8,
418,,Surface,4,Image 1,1,9,
494,,Surface,4,Image 1,1,10,
583,,Surface,4,Image 1,1,11,
492,,Surface,4,Image 1,1,12,
504,,Surface,4,Image 1,1,13,
510,,Surface,4,Image 1,1,14,
465,,Surface,4,Image 1,1,15,
