
Intensity Mean Ch=20 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
3.40647,,Surface,20,Image 1,1,0,
6.98876,,Surface,20,Image 1,1,1,
24.7857,,Surface,20,Image 1,1,2,
6.40254,,Surface,20,Image 1,1,3,
22.0969,,Surface,20,Image 1,1,4,
1.61877,,Surface,20,Image 1,1,5,
21.7026,,Surface,20,Image 1,1,6,
82.2749,,Surface,20,Image 1,1,7,
207.391,,Surface,20,Image 1,1,8,
152.155,,Surface,20,Image 1,1,9,
168.418,,Surface,20,Image 1,1,10,
73.8423,,Surface,20,Image 1,1,11,
39.4709,,Surface,20,Image 1,1,12,
11.7148,,Surface,20,Image 1,1,13,
33.3404,,Surface,20,Image 1,1,14,
25.2105,,Surface,20,Image 1,1,15,
