
Volume Outside Img=1
 ==================== 
Distance to Surface,Volume Outside,Unit,Collection,Image,Time,ID,
0.1345,63.3851,µm^3,Volume Outside,Image 1,1,,
0.4035,80.4285,µm^3,Volume Outside,Image 1,1,,
0.6725,96.3474,µm^3,Volume Outside,Image 1,1,,
0.9415,111.574,µm^3,Volume Outside,Image 1,1,,
1.2105,126.417,µm^3,Volume Outside,Image 1,1,,
1.4795,141.796,µm^3,Volume Outside,Image 1,1,,
1.7485,157.427,µm^3,Volume Outside,Image 1,1,,
2.0175,173.951,µm^3,Volume Outside,Image 1,1,,
2.2865,189.594,µm^3,Volume Outside,Image 1,1,,
2.5555,205.878,µm^3,Volume Outside,Image 1,1,,
2.8245,221.46,µm^3,Volume Outside,Image 1,1,,
3.0935,236.936,µm^3,Volume Outside,Image 1,1,,
3.3625,253.734,µm^3,Volume Outside,Image 1,1,,
3.6315,271.136,µm^3,Volume Outside,Image 1,1,,
3.9005,286.461,µm^3,Volume Outside,Image 1,1,,
4.1695,300.471,µm^3,Volume Outside,Image 1,1,,
4.4385,312.552,µm^3,Volume Outside,Image 1,1,,
4.7075,323.373,µm^3,Volume Outside,Image 1,1,,
4.9765,332.297,µm^3,Volume Outside,Image 1,1,,
5.2455,339.519,µm^3,Volume Outside,Image 1,1,,
5.5145,347.766,µm^3,Volume Outside,Image 1,1,,
5.7835,356.487,µm^3,Volume Outside,Image 1,1,,
6.0525,365.456,µm^3,Volume Outside,Image 1,1,,
6.3215,375.768,µm^3,Volume Outside,Image 1,1,,
6.5905,385.81,µm^3,Volume Outside,Image 1,1,,
6.8595,396.162,µm^3,Volume Outside,Image 1,1,,
7.1285,407.214,µm^3,Volume Outside,Image 1,1,,
7.3975,417.19,µm^3,Volume Outside,Image 1,1,,
7.6665,424.963,µm^3,Volume Outside,Image 1,1,,
7.9355,430.577,µm^3,Volume Outside,Image 1,1,,
8.2045,437.459,µm^3,Volume Outside,Image 1,1,,
8.4735,439.125,µm^3,Volume Outside,Image 1,1,,
8.7425,440.947,µm^3,Volume Outside,Image 1,1,,
9.0115,437.202,µm^3,Volume Outside,Image 1,1,,
9.2805,433.545,µm^3,Volume Outside,Image 1,1,,
9.5495,425.606,µm^3,Volume Outside,Image 1,1,,
9.8185,419.282,µm^3,Volume Outside,Image 1,1,,
10.0875,415.023,µm^3,Volume Outside,Image 1,1,,
10.3565,407.726,µm^3,Volume Outside,Image 1,1,,
10.6255,402.478,µm^3,Volume Outside,Image 1,1,,
10.8945,393.116,µm^3,Volume Outside,Image 1,1,,
11.1635,384.707,µm^3,Volume Outside,Image 1,1,,
11.4325,374.086,µm^3,Volume Outside,Image 1,1,,
11.7015,366.803,µm^3,Volume Outside,Image 1,1,,
11.9705,358.176,µm^3,Volume Outside,Image 1,1,,
12.2395,352.673,µm^3,Volume Outside,Image 1,1,,
12.5085,350.274,µm^3,Volume Outside,Image 1,1,,
12.7775,345.725,µm^3,Volume Outside,Image 1,1,,
