
Intensity Sum Ch=27 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
284654,,Surface,27,Image 1,1,0,
124780,,Surface,27,Image 1,1,1,
3.53667e+06,,Surface,27,Image 1,1,2,
285312,,Surface,27,Image 1,1,3,
11877,,Surface,27,Image 1,1,4,
76422,,Surface,27,Image 1,1,5,
131252,,Surface,27,Image 1,1,6,
113208,,Surface,27,Image 1,1,7,
343147,,Surface,27,Image 1,1,8,
154768,,Surface,27,Image 1,1,9,
170633,,Surface,27,Image 1,1,10,
73350,,Surface,27,Image 1,1,11,
353180,,Surface,27,Image 1,1,12,
530440,,Surface,27,Image 1,1,13,
592703,,Surface,27,Image 1,1,14,
1.15057e+07,,Surface,27,Image 1,1,15,
