
Cumulative Volume Img=1
 ==================== 
Distance to Surface,Cumulative Volume,Unit,Collection,Image,Time,ID,
11.1635,13247.3,µm^3,Cumulative Volume,Image 1,1,,
11.4325,13621.4,µm^3,Cumulative Volume,Image 1,1,,
11.7015,13988.2,µm^3,Cumulative Volume,Image 1,1,,
11.9705,14346.4,µm^3,Cumulative Volume,Image 1,1,,
12.2395,14699.1,µm^3,Cumulative Volume,Image 1,1,,
12.5085,15049.3,µm^3,Cumulative Volume,Image 1,1,,
12.7775,15395.1,µm^3,Cumulative Volume,Image 1,1,,
13.0465,15738.5,µm^3,Cumulative Volume,Image 1,1,,
13.3155,16078.3,µm^3,Cumulative Volume,Image 1,1,,
13.5845,16416.2,µm^3,Cumulative Volume,Image 1,1,,
13.8535,16749.5,µm^3,Cumulative Volume,Image 1,1,,
14.1225,17079.8,µm^3,Cumulative Volume,Image 1,1,,
14.3915,17406.9,µm^3,Cumulative Volume,Image 1,1,,
14.6605,17727.1,µm^3,Cumulative Volume,Image 1,1,,
14.9295,18041.3,µm^3,Cumulative Volume,Image 1,1,,
15.1985,18346.9,µm^3,Cumulative Volume,Image 1,1,,
15.4675,18642.7,µm^3,Cumulative Volume,Image 1,1,,
15.7365,18923.9,µm^3,Cumulative Volume,Image 1,1,,
16.0055,19194.2,µm^3,Cumulative Volume,Image 1,1,,
16.2745,19459.1,µm^3,Cumulative Volume,Image 1,1,,
16.5435,19714.3,µm^3,Cumulative Volume,Image 1,1,,
16.8125,19962.6,µm^3,Cumulative Volume,Image 1,1,,
17.0815,20207.4,µm^3,Cumulative Volume,Image 1,1,,
17.3505,20450.8,µm^3,Cumulative Volume,Image 1,1,,
17.6195,20688,µm^3,Cumulative Volume,Image 1,1,,
17.8885,20919.4,µm^3,Cumulative Volume,Image 1,1,,
18.1575,21147.2,µm^3,Cumulative Volume,Image 1,1,,
18.4265,21373.2,µm^3,Cumulative Volume,Image 1,1,,
18.6955,21598.8,µm^3,Cumulative Volume,Image 1,1,,
18.9645,21819.2,µm^3,Cumulative Volume,Image 1,1,,
19.2335,22035.4,µm^3,Cumulative Volume,Image 1,1,,
19.5025,22249.5,µm^3,Cumulative Volume,Image 1,1,,
19.7715,22462.9,µm^3,Cumulative Volume,Image 1,1,,
20.0405,22676.7,µm^3,Cumulative Volume,Image 1,1,,
20.3095,22886.1,µm^3,Cumulative Volume,Image 1,1,,
20.5785,23092.2,µm^3,Cumulative Volume,Image 1,1,,
20.8475,23297.9,µm^3,Cumulative Volume,Image 1,1,,
21.1165,23504.5,µm^3,Cumulative Volume,Image 1,1,,
21.3855,23707.1,µm^3,Cumulative Volume,Image 1,1,,
21.6545,23906.4,µm^3,Cumulative Volume,Image 1,1,,
21.9235,24104.1,µm^3,Cumulative Volume,Image 1,1,,
22.1925,24301.9,µm^3,Cumulative Volume,Image 1,1,,
22.4615,24500.5,µm^3,Cumulative Volume,Image 1,1,,
22.7305,24695.5,µm^3,Cumulative Volume,Image 1,1,,
22.9995,24888.2,µm^3,Cumulative Volume,Image 1,1,,
23.2685,25080.9,µm^3,Cumulative Volume,Image 1,1,,
23.5375,25274.7,µm^3,Cumulative Volume,Image 1,1,,
23.8065,25464.9,µm^3,Cumulative Volume,Image 1,1,,
24.0755,25652.6,µm^3,Cumulative Volume,Image 1,1,,
24.3445,25839.4,µm^3,Cumulative Volume,Image 1,1,,
24.6135,26027,µm^3,Cumulative Volume,Image 1,1,,
24.8825,26216.1,µm^3,Cumulative Volume,Image 1,1,,
25.1515,26402.2,µm^3,Cumulative Volume,Image 1,1,,
25.4205,26585.4,µm^3,Cumulative Volume,Image 1,1,,
25.6895,26765.7,µm^3,Cumulative Volume,Image 1,1,,
25.9585,26940.5,µm^3,Cumulative Volume,Image 1,1,,
26.2275,27104.9,µm^3,Cumulative Volume,Image 1,1,,
26.4965,27252.7,µm^3,Cumulative Volume,Image 1,1,,
26.7655,27384.1,µm^3,Cumulative Volume,Image 1,1,,
27.0345,27501.2,µm^3,Cumulative Volume,Image 1,1,,
27.3035,27606.2,µm^3,Cumulative Volume,Image 1,1,,
27.5725,27698.5,µm^3,Cumulative Volume,Image 1,1,,
27.8415,27780.4,µm^3,Cumulative Volume,Image 1,1,,
28.1105,27854.6,µm^3,Cumulative Volume,Image 1,1,,
28.3795,27923.3,µm^3,Cumulative Volume,Image 1,1,,
28.6485,27987.5,µm^3,Cumulative Volume,Image 1,1,,
28.9175,28046.7,µm^3,Cumulative Volume,Image 1,1,,
29.1865,28101.6,µm^3,Cumulative Volume,Image 1,1,,
29.4555,28153,µm^3,Cumulative Volume,Image 1,1,,
29.7245,28201.6,µm^3,Cumulative Volume,Image 1,1,,
29.9935,28247.5,µm^3,Cumulative Volume,Image 1,1,,
30.2625,28289.6,µm^3,Cumulative Volume,Image 1,1,,
