
Cumulative Volume Inside Img=1
 ==================== 
Distance to Surface,Cumulative Volume Inside,Unit,Collection,Image,Time,ID,
-1.2105,0.836674,µm^3,Cumulative Volume Inside,Image 1,1,,
-0.9415,3.95675,µm^3,Cumulative Volume Inside,Image 1,1,,
-0.6725,13.6526,µm^3,Cumulative Volume Inside,Image 1,1,,
-0.4035,36.8443,µm^3,Cumulative Volume Inside,Image 1,1,,
-0.1345,78.9695,µm^3,Cumulative Volume Inside,Image 1,1,,
