
Volume Outside Img=1
 ==================== 
Distance to Surface,Volume Outside,Unit,Collection,Image,Time,ID,
0.1355,8.46719,µm^3,Volume Outside,Image 1,1,,
0.4065,11.6902,µm^3,Volume Outside,Image 1,1,,
0.6775,15.0614,µm^3,Volume Outside,Image 1,1,,
0.9485,18.364,µm^3,Volume Outside,Image 1,1,,
1.2195,21.8601,µm^3,Volume Outside,Image 1,1,,
1.4905,25.5866,µm^3,Volume Outside,Image 1,1,,
1.7615,29.585,µm^3,Volume Outside,Image 1,1,,
2.0325,33.6005,µm^3,Volume Outside,Image 1,1,,
2.3035,37.7802,µm^3,Volume Outside,Image 1,1,,
2.5745,42.1963,µm^3,Volume Outside,Image 1,1,,
2.8455,46.8072,µm^3,Volume Outside,Image 1,1,,
3.1165,51.3532,µm^3,Volume Outside,Image 1,1,,
3.3875,55.441,µm^3,Volume Outside,Image 1,1,,
3.6585,59.3586,µm^3,Volume Outside,Image 1,1,,
3.9295,63.3631,µm^3,Volume Outside,Image 1,1,,
4.2005,67.3051,µm^3,Volume Outside,Image 1,1,,
4.4715,70.642,µm^3,Volume Outside,Image 1,1,,
4.7425,72.8237,µm^3,Volume Outside,Image 1,1,,
5.0135,74.246,µm^3,Volume Outside,Image 1,1,,
5.2845,74.7948,µm^3,Volume Outside,Image 1,1,,
5.5555,75.3632,µm^3,Volume Outside,Image 1,1,,
5.8265,76.1876,µm^3,Volume Outside,Image 1,1,,
6.0975,76.6151,µm^3,Volume Outside,Image 1,1,,
6.3685,77.0573,µm^3,Volume Outside,Image 1,1,,
6.6395,76.1888,µm^3,Volume Outside,Image 1,1,,
6.9105,74.1247,µm^3,Volume Outside,Image 1,1,,
7.1815,72.0753,µm^3,Volume Outside,Image 1,1,,
7.4525,69.7931,µm^3,Volume Outside,Image 1,1,,
7.7235,67.8037,µm^3,Volume Outside,Image 1,1,,
7.9945,66.1365,µm^3,Volume Outside,Image 1,1,,
8.2655,64.6812,µm^3,Volume Outside,Image 1,1,,
8.5365,63.2345,µm^3,Volume Outside,Image 1,1,,
8.8075,61.8233,µm^3,Volume Outside,Image 1,1,,
9.0785,61.2181,µm^3,Volume Outside,Image 1,1,,
9.3495,60.6215,µm^3,Volume Outside,Image 1,1,,
9.6205,60.058,µm^3,Volume Outside,Image 1,1,,
9.8915,60.1144,µm^3,Volume Outside,Image 1,1,,
10.1625,59.6832,µm^3,Volume Outside,Image 1,1,,
10.4335,58.9078,µm^3,Volume Outside,Image 1,1,,
10.7045,58.8294,µm^3,Volume Outside,Image 1,1,,
10.9755,58.4521,µm^3,Volume Outside,Image 1,1,,
11.2465,57.7783,µm^3,Volume Outside,Image 1,1,,
11.5175,57.7869,µm^3,Volume Outside,Image 1,1,,
11.7885,57.5603,µm^3,Volume Outside,Image 1,1,,
12.0595,57.036,µm^3,Volume Outside,Image 1,1,,
12.3305,57.145,µm^3,Volume Outside,Image 1,1,,
12.6015,57.0176,µm^3,Volume Outside,Image 1,1,,
12.8725,56.3291,µm^3,Volume Outside,Image 1,1,,
13.1435,54.2295,µm^3,Volume Outside,Image 1,1,,
13.4145,50.971,µm^3,Volume Outside,Image 1,1,,
13.6855,46.9652,µm^3,Volume Outside,Image 1,1,,
13.9565,42.777,µm^3,Volume Outside,Image 1,1,,
14.2275,39.2502,µm^3,Volume Outside,Image 1,1,,
14.4985,35.901,µm^3,Volume Outside,Image 1,1,,
14.7695,33.1191,µm^3,Volume Outside,Image 1,1,,
15.0405,31.251,µm^3,Volume Outside,Image 1,1,,
15.3115,29.7075,µm^3,Volume Outside,Image 1,1,,
15.5825,28.4751,µm^3,Volume Outside,Image 1,1,,
15.8535,28.0133,µm^3,Volume Outside,Image 1,1,,
16.1245,27.8369,µm^3,Volume Outside,Image 1,1,,
16.3955,27.8712,µm^3,Volume Outside,Image 1,1,,
16.6665,28.1738,µm^3,Volume Outside,Image 1,1,,
16.9375,27.9263,µm^3,Volume Outside,Image 1,1,,
17.2085,27.9667,µm^3,Volume Outside,Image 1,1,,
17.4795,27.5649,µm^3,Volume Outside,Image 1,1,,
17.7505,27.4914,µm^3,Volume Outside,Image 1,1,,
18.0215,27.6568,µm^3,Volume Outside,Image 1,1,,
18.2925,27.2795,µm^3,Volume Outside,Image 1,1,,
18.5635,27.1901,µm^3,Volume Outside,Image 1,1,,
18.8345,27.3751,µm^3,Volume Outside,Image 1,1,,
19.1055,27.1043,µm^3,Volume Outside,Image 1,1,,
19.3765,27.0051,µm^3,Volume Outside,Image 1,1,,
19.6475,26.2958,µm^3,Volume Outside,Image 1,1,,
19.9185,22.6686,µm^3,Volume Outside,Image 1,1,,
