
Intensity StdDev Ch=25 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,Set 1,ID,
467.854,,Surface,25,Image 1,1,Class B,0,
530.702,,Surface,25,Image 1,1,Class B,1,
1069.31,,Surface,25,Image 1,1,Class B,2,
1505.56,,Surface,25,Image 1,1,Class A,3,
