
Intensity Mean Ch=27 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
330.426,,Surface,27,Image 1,1,Class B,0,
610.776,,Surface,27,Image 1,1,Class B,1,
902.605,,Surface,27,Image 1,1,Class B,2,
779.257,,Surface,27,Image 1,1,Class A,3,
