
Intensity Sum of Square Ch=32 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,Set 1,ID,
1.41744e+06,,Surface,32,Image 1,1,Class B,0,
1.97348e+06,,Surface,32,Image 1,1,Class B,1,
420561,,Surface,32,Image 1,1,Class B,2,
1.21567e+07,,Surface,32,Image 1,1,Class A,3,
