
Intensity Max Ch=32 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,Set 1,ID,
468,,Surface,32,Image 1,1,Class B,0,
389,,Surface,32,Image 1,1,Class B,1,
324,,Surface,32,Image 1,1,Class B,2,
782,,Surface,32,Image 1,1,Class A,3,
