
Intensity StdDev Ch=9 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,Set 1,ID,
539.202,,Surface,9,Image 1,1,Class B,0,
818.497,,Surface,9,Image 1,1,Class B,1,
1450.23,,Surface,9,Image 1,1,Class B,2,
2050.11,,Surface,9,Image 1,1,Class A,3,
