
Intensity StdDev Ch=13 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,Set 1,ID,
318.7,,Surface,13,Image 1,1,Class B,0,
549.049,,Surface,13,Image 1,1,Class B,1,
983.414,,Surface,13,Image 1,1,Class B,2,
1311.1,,Surface,13,Image 1,1,Class A,3,
