
Intensity Mean Ch=17 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
421.249,,Surface,17,Image 1,1,Class B,0,
748.957,,Surface,17,Image 1,1,Class B,1,
1589.64,,Surface,17,Image 1,1,Class B,2,
1175.34,,Surface,17,Image 1,1,Class A,3,
