
Intensity Sum of Square Ch=17 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,Set 1,ID,
9.25065e+08,,Surface,17,Image 1,1,Class B,0,
1.30605e+09,,Surface,17,Image 1,1,Class B,1,
1.12296e+10,,Surface,17,Image 1,1,Class B,2,
1.14988e+10,,Surface,17,Image 1,1,Class A,3,
