
Intensity Sum Ch=17 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,Set 1,ID,
765410,,Surface,17,Image 1,1,Class B,0,
1.17436e+06,,Surface,17,Image 1,1,Class B,1,
4.45734e+06,,Surface,17,Image 1,1,Class B,2,
3.89156e+06,,Surface,17,Image 1,1,Class A,3,
