
Intensity Mean Ch=20 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
1.60319,,Surface,20,Image 1,1,Class B,0,
1.21939,,Surface,20,Image 1,1,Class B,1,
11.2814,,Surface,20,Image 1,1,Class B,2,
1.2981,,Surface,20,Image 1,1,Class A,3,
