
Intensity Mean Ch=34 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
0.0500826,,Surface,34,Image 1,1,Class B,0,
0.204082,,Surface,34,Image 1,1,Class B,1,
0.332026,,Surface,34,Image 1,1,Class B,2,
0.637874,,Surface,34,Image 1,1,Class A,3,
