
Intensity Max Ch=38 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,Set 1,ID,
7018,,Surface,38,Image 1,1,Class B,0,
6910,,Surface,38,Image 1,1,Class B,1,
7300,,Surface,38,Image 1,1,Class B,2,
5086,,Surface,38,Image 1,1,Class A,3,
