
Intensity Sum Ch=1 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,Set 1,ID,
5.56536e+06,,Surface,1,Image 1,1,Class B,0,
5.553e+06,,Surface,1,Image 1,1,Class B,1,
1.72207e+07,,Surface,1,Image 1,1,Class B,2,
1.70584e+07,,Surface,1,Image 1,1,Class A,3,
