
Intensity Median Ch=8 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,Set 1,ID,
0.03125,,Surface,8,Image 1,1,Class B,0,
0.5,,Surface,8,Image 1,1,Class B,1,
1,,Surface,8,Image 1,1,Class B,2,
1,,Surface,8,Image 1,1,Class A,3,
