
Intensity Max Ch=26 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,Set 1,ID,
596,,Surface,26,Image 1,1,Class B,0,
327,,Surface,26,Image 1,1,Class B,1,
467,,Surface,26,Image 1,1,Class B,2,
344,,Surface,26,Image 1,1,Class A,3,
