
Intensity StdDev Ch=10 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,Set 1,ID,
114.819,,Surface,10,Image 1,1,Class B,0,
253.663,,Surface,10,Image 1,1,Class B,1,
728.092,,Surface,10,Image 1,1,Class B,2,
840.12,,Surface,10,Image 1,1,Class A,3,
