
Intensity Sum of Square Ch=1 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,Set 1,ID,
1.82974e+10,,Surface,1,Image 1,1,Class B,0,
2.24244e+10,,Surface,1,Image 1,1,Class B,1,
1.19344e+11,,Surface,1,Image 1,1,Class B,2,
1.1541e+11,,Surface,1,Image 1,1,Class A,3,
