
Intensity Median Ch=16 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,Set 1,ID,
0.25,,Surface,16,Image 1,1,Class B,0,
0.25,,Surface,16,Image 1,1,Class B,1,
89,,Surface,16,Image 1,1,Class B,2,
110,,Surface,16,Image 1,1,Class A,3,
