
Intensity Mean Ch=24 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
0.421574,,Surface,24,Image 1,1,Class B,0,
2.08992,,Surface,24,Image 1,1,Class B,1,
8.38409,,Surface,24,Image 1,1,Class B,2,
99.7665,,Surface,24,Image 1,1,Class A,3,
