
Intensity Sum of Square Ch=40 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,Set 1,ID,
1.41524e+08,,Surface,40,Image 1,1,Class B,0,
8.44588e+07,,Surface,40,Image 1,1,Class B,1,
1.31278e+08,,Surface,40,Image 1,1,Class B,2,
1.4314e+08,,Surface,40,Image 1,1,Class A,3,
