
Intensity Mean Ch=8 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
0.116676,,Surface,8,Image 1,1,Class B,0,
15.9286,,Surface,8,Image 1,1,Class B,1,
36.433,,Surface,8,Image 1,1,Class B,2,
37.5763,,Surface,8,Image 1,1,Class A,3,
