
Intensity Median Ch=34 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,Set 1,ID,
0.0078125,,Surface,34,Image 1,1,Class B,0,
0.0078125,,Surface,34,Image 1,1,Class B,1,
0.015625,,Surface,34,Image 1,1,Class B,2,
0.03125,,Surface,34,Image 1,1,Class A,3,
