
Intensity StdDev Ch=37 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,Set 1,ID,
810.681,,Surface,37,Image 1,1,Class B,0,
779.414,,Surface,37,Image 1,1,Class B,1,
1829.18,,Surface,37,Image 1,1,Class B,2,
2311.69,,Surface,37,Image 1,1,Class A,3,
