
Intensity Sum Ch=24 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,Set 1,ID,
766,,Surface,24,Image 1,1,Class B,0,
3277,,Surface,24,Image 1,1,Class B,1,
23509,,Surface,24,Image 1,1,Class B,2,
330327,,Surface,24,Image 1,1,Class A,3,
