
Intensity Sum Ch=8 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,Set 1,ID,
212,,Surface,8,Image 1,1,Class B,0,
24976,,Surface,8,Image 1,1,Class B,1,
102158,,Surface,8,Image 1,1,Class B,2,
124415,,Surface,8,Image 1,1,Class A,3,
