
Intensity StdDev Ch=6 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,Set 1,ID,
8.76176,,Surface,6,Image 1,1,Class B,0,
31.4106,,Surface,6,Image 1,1,Class B,1,
43.3727,,Surface,6,Image 1,1,Class B,2,
103.242,,Surface,6,Image 1,1,Class A,3,
