
Intensity Sum Ch=23 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,Set 1,ID,
17348,,Surface,23,Image 1,1,Class B,0,
30742,,Surface,23,Image 1,1,Class B,1,
197459,,Surface,23,Image 1,1,Class B,2,
65477,,Surface,23,Image 1,1,Class A,3,
