
Intensity Sum of Square Ch=2 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,Set 1,ID,
7.47116e+09,,Surface,2,Image 1,1,Class B,0,
5.05375e+09,,Surface,2,Image 1,1,Class B,1,
6.5699e+09,,Surface,2,Image 1,1,Class B,2,
1.18878e+10,,Surface,2,Image 1,1,Class A,3,
