
Intensity Sum Ch=35 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,Set 1,ID,
682,,Surface,35,Image 1,1,Class B,0,
922,,Surface,35,Image 1,1,Class B,1,
1857,,Surface,35,Image 1,1,Class B,2,
639,,Surface,35,Image 1,1,Class A,3,
