
Cumulative Volume Outside Img=1
 ==================== 
Distance to Surface,Cumulative Volume Outside,Unit,Collection,Image,Time,ID,
0.135,14.9193,µm^3,Cumulative Volume Outside,Image 1,1,,
0.405,35.1955,µm^3,Cumulative Volume Outside,Image 1,1,,
0.675,61.2121,µm^3,Cumulative Volume Outside,Image 1,1,,
0.945,92.9739,µm^3,Cumulative Volume Outside,Image 1,1,,
1.215,130.918,µm^3,Cumulative Volume Outside,Image 1,1,,
1.485,175.819,µm^3,Cumulative Volume Outside,Image 1,1,,
1.755,227.986,µm^3,Cumulative Volume Outside,Image 1,1,,
2.025,287.83,µm^3,Cumulative Volume Outside,Image 1,1,,
2.295,355.99,µm^3,Cumulative Volume Outside,Image 1,1,,
2.565,432.865,µm^3,Cumulative Volume Outside,Image 1,1,,
2.835,519.104,µm^3,Cumulative Volume Outside,Image 1,1,,
3.105,615.237,µm^3,Cumulative Volume Outside,Image 1,1,,
3.375,721.74,µm^3,Cumulative Volume Outside,Image 1,1,,
3.645,838.42,µm^3,Cumulative Volume Outside,Image 1,1,,
3.915,965.74,µm^3,Cumulative Volume Outside,Image 1,1,,
4.185,1103.51,µm^3,Cumulative Volume Outside,Image 1,1,,
4.455,1250.94,µm^3,Cumulative Volume Outside,Image 1,1,,
4.725,1406.3,µm^3,Cumulative Volume Outside,Image 1,1,,
4.995,1568.88,µm^3,Cumulative Volume Outside,Image 1,1,,
5.265,1736.9,µm^3,Cumulative Volume Outside,Image 1,1,,
5.535,1908.42,µm^3,Cumulative Volume Outside,Image 1,1,,
5.805,2082.5,µm^3,Cumulative Volume Outside,Image 1,1,,
6.075,2258.81,µm^3,Cumulative Volume Outside,Image 1,1,,
6.345,2437.6,µm^3,Cumulative Volume Outside,Image 1,1,,
6.615,2619.16,µm^3,Cumulative Volume Outside,Image 1,1,,
6.885,2802.07,µm^3,Cumulative Volume Outside,Image 1,1,,
7.155,2986.05,µm^3,Cumulative Volume Outside,Image 1,1,,
7.425,3170.79,µm^3,Cumulative Volume Outside,Image 1,1,,
7.695,3356.46,µm^3,Cumulative Volume Outside,Image 1,1,,
7.965,3542.74,µm^3,Cumulative Volume Outside,Image 1,1,,
8.235,3729.52,µm^3,Cumulative Volume Outside,Image 1,1,,
8.505,3914.34,µm^3,Cumulative Volume Outside,Image 1,1,,
8.775,4096.05,µm^3,Cumulative Volume Outside,Image 1,1,,
9.045,4271.07,µm^3,Cumulative Volume Outside,Image 1,1,,
9.315,4437.09,µm^3,Cumulative Volume Outside,Image 1,1,,
9.585,4595.12,µm^3,Cumulative Volume Outside,Image 1,1,,
9.855,4744.46,µm^3,Cumulative Volume Outside,Image 1,1,,
10.125,4886.49,µm^3,Cumulative Volume Outside,Image 1,1,,
10.395,5020.29,µm^3,Cumulative Volume Outside,Image 1,1,,
10.665,5146.74,µm^3,Cumulative Volume Outside,Image 1,1,,
10.935,5265.21,µm^3,Cumulative Volume Outside,Image 1,1,,
11.205,5376.55,µm^3,Cumulative Volume Outside,Image 1,1,,
11.475,5480.3,µm^3,Cumulative Volume Outside,Image 1,1,,
11.745,5576.45,µm^3,Cumulative Volume Outside,Image 1,1,,
12.015,5666.88,µm^3,Cumulative Volume Outside,Image 1,1,,
12.285,5752.21,µm^3,Cumulative Volume Outside,Image 1,1,,
12.555,5834.04,µm^3,Cumulative Volume Outside,Image 1,1,,
12.825,5912.83,µm^3,Cumulative Volume Outside,Image 1,1,,
13.095,5989.86,µm^3,Cumulative Volume Outside,Image 1,1,,
13.365,6065.41,µm^3,Cumulative Volume Outside,Image 1,1,,
13.635,6140.55,µm^3,Cumulative Volume Outside,Image 1,1,,
13.905,6214.85,µm^3,Cumulative Volume Outside,Image 1,1,,
14.175,6287.99,µm^3,Cumulative Volume Outside,Image 1,1,,
14.445,6360.71,µm^3,Cumulative Volume Outside,Image 1,1,,
14.715,6432.7,µm^3,Cumulative Volume Outside,Image 1,1,,
14.985,6504.56,µm^3,Cumulative Volume Outside,Image 1,1,,
15.255,6575.88,µm^3,Cumulative Volume Outside,Image 1,1,,
15.525,6647.36,µm^3,Cumulative Volume Outside,Image 1,1,,
15.795,6718.51,µm^3,Cumulative Volume Outside,Image 1,1,,
16.065,6789.07,µm^3,Cumulative Volume Outside,Image 1,1,,
16.335,6860.03,µm^3,Cumulative Volume Outside,Image 1,1,,
16.605,6930.1,µm^3,Cumulative Volume Outside,Image 1,1,,
16.875,6999.82,µm^3,Cumulative Volume Outside,Image 1,1,,
17.145,7069.87,µm^3,Cumulative Volume Outside,Image 1,1,,
17.415,7140.65,µm^3,Cumulative Volume Outside,Image 1,1,,
17.685,7210.48,µm^3,Cumulative Volume Outside,Image 1,1,,
17.955,7280.06,µm^3,Cumulative Volume Outside,Image 1,1,,
18.225,7350.11,µm^3,Cumulative Volume Outside,Image 1,1,,
18.495,7419.09,µm^3,Cumulative Volume Outside,Image 1,1,,
18.765,7487.51,µm^3,Cumulative Volume Outside,Image 1,1,,
19.035,7556.12,µm^3,Cumulative Volume Outside,Image 1,1,,
19.305,7625.36,µm^3,Cumulative Volume Outside,Image 1,1,,
19.575,7693.59,µm^3,Cumulative Volume Outside,Image 1,1,,
19.845,7761.36,µm^3,Cumulative Volume Outside,Image 1,1,,
20.115,7829.62,µm^3,Cumulative Volume Outside,Image 1,1,,
20.385,7898.89,µm^3,Cumulative Volume Outside,Image 1,1,,
20.655,7967.35,µm^3,Cumulative Volume Outside,Image 1,1,,
20.925,8035.61,µm^3,Cumulative Volume Outside,Image 1,1,,
21.195,8104.27,µm^3,Cumulative Volume Outside,Image 1,1,,
21.465,8171.3,µm^3,Cumulative Volume Outside,Image 1,1,,
21.735,8235.6,µm^3,Cumulative Volume Outside,Image 1,1,,
22.005,8294.4,µm^3,Cumulative Volume Outside,Image 1,1,,
22.275,8344.79,µm^3,Cumulative Volume Outside,Image 1,1,,
