
Intensity Max Ch=19 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,Set 1,ID,
336,,Surface,19,Image 1,1,Class B,0,
703,,Surface,19,Image 1,1,Class B,1,
1203,,Surface,19,Image 1,1,Class B,2,
1322,,Surface,19,Image 1,1,Class A,3,
