
Intensity Median Ch=27 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,Set 1,ID,
195.5,,Surface,27,Image 1,1,Class B,0,
552.5,,Surface,27,Image 1,1,Class B,1,
746,,Surface,27,Image 1,1,Class B,2,
350,,Surface,27,Image 1,1,Class A,3,
