
Intensity StdDev Ch=33 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,Set 1,ID,
804.668,,Surface,33,Image 1,1,Class B,0,
799.88,,Surface,33,Image 1,1,Class B,1,
1495.23,,Surface,33,Image 1,1,Class B,2,
2311.5,,Surface,33,Image 1,1,Class A,3,
