
Intensity StdDev Ch=8 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,Set 1,ID,
3.22033,,Surface,8,Image 1,1,Class B,0,
119.473,,Surface,8,Image 1,1,Class B,1,
205.334,,Surface,8,Image 1,1,Class B,2,
171.81,,Surface,8,Image 1,1,Class A,3,
