
Intensity Mean Ch=35 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
0.375344,,Surface,35,Image 1,1,Class B,0,
0.58801,,Surface,35,Image 1,1,Class B,1,
0.662268,,Surface,35,Image 1,1,Class B,2,
0.192993,,Surface,35,Image 1,1,Class A,3,
