
Intensity Max Ch=13 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,Set 1,ID,
2112,,Surface,13,Image 1,1,Class B,0,
2833,,Surface,13,Image 1,1,Class B,1,
5489,,Surface,13,Image 1,1,Class B,2,
7956,,Surface,13,Image 1,1,Class A,3,
