
Intensity StdDev Ch=28 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,Set 1,ID,
277.747,,Surface,28,Image 1,1,Class B,0,
364.671,,Surface,28,Image 1,1,Class B,1,
386.599,,Surface,28,Image 1,1,Class B,2,
582.143,,Surface,28,Image 1,1,Class A,3,
