
Intensity Mean Ch=30 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
67.3143,,Surface,30,Image 1,1,Class B,0,
12.162,,Surface,30,Image 1,1,Class B,1,
5.71541,,Surface,30,Image 1,1,Class B,2,
6.48263,,Surface,30,Image 1,1,Class A,3,
