
Intensity Sum Ch=11 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,Set 1,ID,
206,,Surface,11,Image 1,1,Class B,0,
5954,,Surface,11,Image 1,1,Class B,1,
278993,,Surface,11,Image 1,1,Class B,2,
362312,,Surface,11,Image 1,1,Class A,3,
