
Intensity Max Ch=24 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,Set 1,ID,
137,,Surface,24,Image 1,1,Class B,0,
241,,Surface,24,Image 1,1,Class B,1,
661,,Surface,24,Image 1,1,Class B,2,
1084,,Surface,24,Image 1,1,Class A,3,
