
Intensity Sum Ch=5 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,Set 1,ID,
433895,,Surface,5,Image 1,1,Class B,0,
887498,,Surface,5,Image 1,1,Class B,1,
4.17765e+06,,Surface,5,Image 1,1,Class B,2,
3.13825e+06,,Surface,5,Image 1,1,Class A,3,
