
Intensity Sum of Square Ch=11 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,Set 1,ID,
13454,,Surface,11,Image 1,1,Class B,0,
841488,,Surface,11,Image 1,1,Class B,1,
1.96904e+08,,Surface,11,Image 1,1,Class B,2,
2.68135e+08,,Surface,11,Image 1,1,Class A,3,
