
Intensity Sum of Square Ch=23 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,Set 1,ID,
3.98045e+06,,Surface,23,Image 1,1,Class B,0,
1.05669e+07,,Surface,23,Image 1,1,Class B,1,
1.06831e+08,,Surface,23,Image 1,1,Class B,2,
2.28051e+07,,Surface,23,Image 1,1,Class A,3,
