
Intensity Sum Ch=30 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,Set 1,ID,
122310,,Surface,30,Image 1,1,Class B,0,
19070,,Surface,30,Image 1,1,Class B,1,
16026,,Surface,30,Image 1,1,Class B,2,
21464,,Surface,30,Image 1,1,Class A,3,
