
Intensity Mean Ch=36 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
128.982,,Surface,36,Image 1,1,Class B,0,
80.7009,,Surface,36,Image 1,1,Class B,1,
68.8538,,Surface,36,Image 1,1,Class B,2,
42.5168,,Surface,36,Image 1,1,Class A,3,
