
Cumulative Volume Img=1
 ==================== 
Distance to Surface,Cumulative Volume,Unit,Collection,Image,Time,ID,
18.225,7365.36,µm^3,Cumulative Volume,Image 1,1,,
18.495,7434.34,µm^3,Cumulative Volume,Image 1,1,,
18.765,7502.75,µm^3,Cumulative Volume,Image 1,1,,
19.035,7571.36,µm^3,Cumulative Volume,Image 1,1,,
19.305,7640.6,µm^3,Cumulative Volume,Image 1,1,,
19.575,7708.83,µm^3,Cumulative Volume,Image 1,1,,
19.845,7776.6,µm^3,Cumulative Volume,Image 1,1,,
20.115,7844.86,µm^3,Cumulative Volume,Image 1,1,,
20.385,7914.13,µm^3,Cumulative Volume,Image 1,1,,
20.655,7982.59,µm^3,Cumulative Volume,Image 1,1,,
20.925,8050.85,µm^3,Cumulative Volume,Image 1,1,,
21.195,8119.52,µm^3,Cumulative Volume,Image 1,1,,
21.465,8186.54,µm^3,Cumulative Volume,Image 1,1,,
21.735,8250.85,µm^3,Cumulative Volume,Image 1,1,,
22.005,8309.65,µm^3,Cumulative Volume,Image 1,1,,
22.275,8360.03,µm^3,Cumulative Volume,Image 1,1,,
22.545,8400.17,µm^3,Cumulative Volume,Image 1,1,,
22.815,8431.74,µm^3,Cumulative Volume,Image 1,1,,
