
Cumulative Volume Img=1
 ==================== 
Distance to Surface,Cumulative Volume,Unit,Collection,Image,Time,ID,
-0.675,1.5092,µm^3,Cumulative Volume,Image 1,1,,
-0.405,5.97923,µm^3,Cumulative Volume,Image 1,1,,
-0.135,15.2427,µm^3,Cumulative Volume,Image 1,1,,
0.135,30.162,µm^3,Cumulative Volume,Image 1,1,,
0.405,50.4382,µm^3,Cumulative Volume,Image 1,1,,
0.675,76.4548,µm^3,Cumulative Volume,Image 1,1,,
0.945,108.217,µm^3,Cumulative Volume,Image 1,1,,
1.215,146.161,µm^3,Cumulative Volume,Image 1,1,,
1.485,191.062,µm^3,Cumulative Volume,Image 1,1,,
1.755,243.229,µm^3,Cumulative Volume,Image 1,1,,
2.025,303.073,µm^3,Cumulative Volume,Image 1,1,,
2.295,371.233,µm^3,Cumulative Volume,Image 1,1,,
2.565,448.108,µm^3,Cumulative Volume,Image 1,1,,
2.835,534.347,µm^3,Cumulative Volume,Image 1,1,,
3.105,630.48,µm^3,Cumulative Volume,Image 1,1,,
3.375,736.983,µm^3,Cumulative Volume,Image 1,1,,
3.645,853.663,µm^3,Cumulative Volume,Image 1,1,,
3.915,980.983,µm^3,Cumulative Volume,Image 1,1,,
4.185,1118.75,µm^3,Cumulative Volume,Image 1,1,,
4.455,1266.18,µm^3,Cumulative Volume,Image 1,1,,
4.725,1421.54,µm^3,Cumulative Volume,Image 1,1,,
4.995,1584.13,µm^3,Cumulative Volume,Image 1,1,,
5.265,1752.14,µm^3,Cumulative Volume,Image 1,1,,
5.535,1923.66,µm^3,Cumulative Volume,Image 1,1,,
5.805,2097.75,µm^3,Cumulative Volume,Image 1,1,,
6.075,2274.06,µm^3,Cumulative Volume,Image 1,1,,
6.345,2452.85,µm^3,Cumulative Volume,Image 1,1,,
6.615,2634.4,µm^3,Cumulative Volume,Image 1,1,,
6.885,2817.31,µm^3,Cumulative Volume,Image 1,1,,
7.155,3001.29,µm^3,Cumulative Volume,Image 1,1,,
7.425,3186.04,µm^3,Cumulative Volume,Image 1,1,,
7.695,3371.7,µm^3,Cumulative Volume,Image 1,1,,
7.965,3557.98,µm^3,Cumulative Volume,Image 1,1,,
8.235,3744.76,µm^3,Cumulative Volume,Image 1,1,,
8.505,3929.58,µm^3,Cumulative Volume,Image 1,1,,
8.775,4111.29,µm^3,Cumulative Volume,Image 1,1,,
9.045,4286.31,µm^3,Cumulative Volume,Image 1,1,,
9.315,4452.33,µm^3,Cumulative Volume,Image 1,1,,
9.585,4610.37,µm^3,Cumulative Volume,Image 1,1,,
9.855,4759.7,µm^3,Cumulative Volume,Image 1,1,,
10.125,4901.73,µm^3,Cumulative Volume,Image 1,1,,
10.395,5035.54,µm^3,Cumulative Volume,Image 1,1,,
10.665,5161.98,µm^3,Cumulative Volume,Image 1,1,,
10.935,5280.45,µm^3,Cumulative Volume,Image 1,1,,
11.205,5391.79,µm^3,Cumulative Volume,Image 1,1,,
11.475,5495.54,µm^3,Cumulative Volume,Image 1,1,,
11.745,5591.69,µm^3,Cumulative Volume,Image 1,1,,
12.015,5682.12,µm^3,Cumulative Volume,Image 1,1,,
12.285,5767.45,µm^3,Cumulative Volume,Image 1,1,,
12.555,5849.28,µm^3,Cumulative Volume,Image 1,1,,
12.825,5928.07,µm^3,Cumulative Volume,Image 1,1,,
13.095,6005.1,µm^3,Cumulative Volume,Image 1,1,,
13.365,6080.66,µm^3,Cumulative Volume,Image 1,1,,
13.635,6155.79,µm^3,Cumulative Volume,Image 1,1,,
13.905,6230.09,µm^3,Cumulative Volume,Image 1,1,,
14.175,6303.23,µm^3,Cumulative Volume,Image 1,1,,
14.445,6375.95,µm^3,Cumulative Volume,Image 1,1,,
14.715,6447.95,µm^3,Cumulative Volume,Image 1,1,,
14.985,6519.8,µm^3,Cumulative Volume,Image 1,1,,
15.255,6591.13,µm^3,Cumulative Volume,Image 1,1,,
15.525,6662.6,µm^3,Cumulative Volume,Image 1,1,,
15.795,6733.75,µm^3,Cumulative Volume,Image 1,1,,
16.065,6804.31,µm^3,Cumulative Volume,Image 1,1,,
16.335,6875.28,µm^3,Cumulative Volume,Image 1,1,,
16.605,6945.34,µm^3,Cumulative Volume,Image 1,1,,
16.875,7015.06,µm^3,Cumulative Volume,Image 1,1,,
17.145,7085.11,µm^3,Cumulative Volume,Image 1,1,,
17.415,7155.9,µm^3,Cumulative Volume,Image 1,1,,
17.685,7225.73,µm^3,Cumulative Volume,Image 1,1,,
17.955,7295.31,µm^3,Cumulative Volume,Image 1,1,,
