
Intensity Sum Ch=26 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,Set 1,ID,
17150,,Surface,26,Image 1,1,Class B,0,
15922,,Surface,26,Image 1,1,Class B,1,
21795,,Surface,26,Image 1,1,Class B,2,
26980,,Surface,26,Image 1,1,Class A,3,
