
Intensity StdDev Ch=17 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,Set 1,ID,
575.904,,Surface,17,Image 1,1,Class B,0,
521.537,,Surface,17,Image 1,1,Class B,1,
1215.69,,Surface,17,Image 1,1,Class B,2,
1446.19,,Surface,17,Image 1,1,Class A,3,
